id,project,bug,verdict,excluded,num_actions,num_text_messages,num_unique_actions,num_reads,num_source_reads,num_test_reads,num_searches,num_external_searches,num_edits,num_compile,num_test_runs,num_binary_inspections,num_external_path_refs,num_tmp_path_refs,num_unique_paths,num_unique_source_paths,num_unique_test_paths,num_unique_external_paths,turn_to_first_edit,turn_to_first_test,edits_before_first_test,actions_before_first_edit,longest_no_test_span,has_find_root,has_cache_access,has_binary_inspection
Jsoup-21,Jsoup,21,PLAUSIBLE,,67,10,12,11,9,2,19,1,12,8,5,0,22,28,30,9,1,9,16,19,2,15,29,1,1,0
Jsoup-22,Jsoup,22,PLAUSIBLE,,20,8,7,3,3,0,6,0,6,1,3,0,0,0,6,3,2,0,6,13,3,5,12,0,0,0
Jsoup-23,Jsoup,23,PLAUSIBLE,,13,4,6,2,2,0,6,0,2,1,2,0,0,0,7,6,1,0,9,12,2,8,11,0,0,0
Jsoup-24,Jsoup,24,PLAUSIBLE,,16,2,6,1,1,0,10,0,1,1,1,0,20,3,14,1,0,11,15,16,1,14,15,0,0,0
Jsoup-25,Jsoup,25,PLAUSIBLE,,5,2,4,1,1,0,2,0,1,0,1,0,2,0,3,1,0,2,4,5,1,3,4,0,0,0
Jsoup-26,Jsoup,26,PLAUSIBLE,,13,4,6,2,2,0,6,0,2,1,2,0,0,0,8,7,1,0,9,12,2,8,11,0,0,0
Jsoup-27,Jsoup,27,PLAUSIBLE,,13,6,7,3,2,1,2,0,3,1,3,0,0,0,3,1,1,0,6,10,3,5,9,0,0,0
Jsoup-28,Jsoup,28,PLAUSIBLE,,22,9,11,5,3,2,6,0,3,1,2,0,5,0,15,5,4,5,15,20,3,14,19,0,0,0
Jsoup-29,Jsoup,29,PLAUSIBLE,,7,3,4,0,0,0,3,0,2,1,1,0,0,0,2,2,0,0,4,7,2,3,6,0,0,0
Jsoup-30,Jsoup,30,PLAUSIBLE,,7,3,5,1,1,0,2,0,1,1,2,0,2,0,3,1,0,2,4,6,1,3,5,0,0,0
Jsoup-31,Jsoup,31,PLAUSIBLE,,15,3,6,3,3,0,8,0,1,1,2,0,2,0,8,6,1,1,12,14,1,11,13,0,0,0
Jsoup-32,Jsoup,32,PLAUSIBLE,,5,2,5,1,1,0,2,0,1,0,1,0,0,0,2,1,1,0,4,5,1,3,4,0,0,0
Jsoup-33,Jsoup,33,PLAUSIBLE,,25,7,6,0,0,0,17,0,2,1,3,0,16,0,8,1,0,7,12,14,1,11,13,0,0,0
Jsoup-34,Jsoup,34,PLAUSIBLE,,6,3,4,1,1,0,0,0,1,1,3,0,0,0,1,1,0,0,2,4,1,1,3,0,0,0
Jsoup-35,Jsoup,35,PLAUSIBLE,,17,4,6,6,6,0,7,0,1,1,2,0,0,0,5,4,1,0,13,16,1,12,15,0,0,0
Jsoup-36,Jsoup,36,PLAUSIBLE,,17,6,9,4,3,1,3,0,4,1,3,0,1,0,7,3,2,1,10,6,0,9,8,0,0,0
Jsoup-37,Jsoup,37,PLAUSIBLE,,9,2,6,2,2,0,4,0,1,1,1,0,0,0,5,4,1,0,7,9,1,6,8,0,0,0
Jsoup-38,Jsoup,38,PLAUSIBLE,,10,1,6,2,2,0,5,0,1,1,1,0,0,0,4,3,1,0,8,10,1,7,9,0,0,0
Jsoup-39,Jsoup,39,PLAUSIBLE,,6,2,6,1,1,0,2,0,1,1,1,0,0,0,2,1,1,0,4,6,1,3,5,0,0,0
Jsoup-40,Jsoup,40,PLAUSIBLE,,5,2,5,1,1,0,1,0,1,1,1,0,2,0,3,1,0,2,3,5,1,2,4,0,0,0
Jsoup-41,Jsoup,41,PLAUSIBLE,,9,3,6,2,2,0,4,0,1,1,1,0,0,0,5,4,1,0,7,9,1,6,8,0,0,0
Jsoup-42,Jsoup,42,PLAUSIBLE,,10,3,7,2,1,1,4,0,2,1,1,0,0,0,6,4,2,0,7,10,2,6,9,0,0,0
Jsoup-43,Jsoup,43,PLAUSIBLE,,8,4,5,2,2,0,2,0,1,1,2,0,0,0,2,2,0,0,5,7,1,4,6,0,0,0
Jsoup-44,Jsoup,44,PLAUSIBLE,,37,5,11,13,12,1,12,0,2,1,2,0,10,7,17,5,2,6,22,35,2,21,34,0,0,0
Jsoup-45,Jsoup,45,PLAUSIBLE,,6,1,5,0,0,0,3,0,1,1,1,0,0,0,3,2,1,0,4,6,1,3,5,0,0,0
Jsoup-46,Jsoup,46,PLAUSIBLE,,11,5,7,2,1,1,3,0,2,1,2,0,6,0,7,1,1,5,4,9,2,3,8,0,0,0
Jsoup-47,Jsoup,47,PLAUSIBLE,,7,1,5,2,2,0,2,0,1,1,1,0,2,0,3,1,0,2,5,7,1,4,6,0,0,0
Jsoup-48,Jsoup,48,PLAUSIBLE,,8,3,5,0,0,0,5,0,1,1,1,0,1,0,6,4,1,1,3,8,1,2,7,0,0,0
Jsoup-49,Jsoup,49,PLAUSIBLE,,7,1,6,2,2,0,2,0,1,1,1,0,0,0,3,2,1,0,5,7,1,4,6,0,0,0
Jsoup-50,Jsoup,50,PLAUSIBLE,,12,5,7,1,1,0,3,0,3,1,2,0,7,0,7,1,0,6,5,10,3,4,9,0,0,0
Jsoup-51,Jsoup,51,PLAUSIBLE,,11,3,5,4,4,0,3,0,1,1,2,0,3,0,5,2,0,3,8,10,1,7,9,0,0,0
Jsoup-52,Jsoup,52,PLAUSIBLE,,34,9,8,10,9,1,10,0,5,3,4,0,0,0,13,10,2,0,4,6,1,3,21,0,0,0
Jsoup-53,Jsoup,53,PLAUSIBLE,,10,5,5,3,3,0,2,0,2,1,2,0,2,0,3,1,0,2,5,9,2,4,8,0,0,0
Jsoup-54,Jsoup,54,PLAUSIBLE,,7,4,5,0,0,0,3,0,1,1,2,0,0,0,3,2,1,0,4,6,1,3,5,0,0,0
Jsoup-55,Jsoup,55,PLAUSIBLE,,7,2,4,0,0,0,3,0,1,1,2,0,5,0,4,1,0,3,4,6,1,3,5,0,0,0
Jsoup-56,Jsoup,56,PLAUSIBLE,,21,7,8,6,5,1,3,0,7,1,2,0,1,0,9,7,1,1,10,19,7,9,18,0,0,0
Jsoup-57,Jsoup,57,PLAUSIBLE,,4,3,3,1,1,0,0,0,1,0,2,0,0,0,1,1,0,0,2,3,1,1,2,0,0,0
Jsoup-58,Jsoup,58,PLAUSIBLE,,40,6,8,4,4,0,21,0,4,1,3,0,29,8,24,10,1,9,31,38,4,30,37,0,0,0
Jsoup-59,Jsoup,59,PLAUSIBLE,,4,1,4,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,2,4,1,1,3,0,0,0
Jsoup-60,Jsoup,60,PLAUSIBLE,,14,6,8,4,3,1,4,0,2,1,2,0,1,0,9,5,3,1,9,12,2,8,11,0,0,0
Jsoup-61,Jsoup,61,PLAUSIBLE,,9,4,6,2,2,0,3,0,1,1,2,0,1,0,4,3,0,1,6,8,1,5,7,0,0,0
Jsoup-62,Jsoup,62,PLAUSIBLE,,20,4,6,5,5,0,11,0,1,1,2,0,0,0,9,8,1,0,17,19,1,16,18,0,0,0
Jsoup-63,Jsoup,63,PLAUSIBLE,,56,10,7,9,9,0,22,0,9,2,2,0,36,18,28,4,0,17,11,14,1,10,39,0,0,0
Jsoup-64,Jsoup,64,PLAUSIBLE,,12,2,4,4,4,0,5,0,1,0,2,0,8,0,8,2,0,6,11,8,0,10,7,0,0,0
Jsoup-65,Jsoup,65,PLAUSIBLE,,56,17,9,20,19,1,21,0,11,1,2,0,6,0,14,7,3,2,39,54,11,38,53,0,0,0
Jsoup-66,Jsoup,66,PLAUSIBLE,,30,5,9,8,8,0,12,0,2,1,2,0,20,4,16,5,1,8,8,9,1,7,19,0,0,0
Jsoup-67,Jsoup,67,PLAUSIBLE,,72,16,8,15,15,0,34,2,13,1,1,0,53,7,23,2,0,17,45,71,13,44,70,1,0,0
Jsoup-68,Jsoup,68,PLAUSIBLE,,10,4,6,3,3,0,3,0,1,1,2,0,0,0,3,2,1,0,7,9,1,6,8,0,0,0
Jsoup-69,Jsoup,69,PLAUSIBLE,,9,3,5,0,0,0,4,0,1,1,2,0,5,0,6,1,0,4,5,8,1,4,7,0,0,0
Jsoup-70,Jsoup,70,PLAUSIBLE,,6,2,5,1,1,0,2,0,1,1,1,0,2,0,3,1,0,2,4,6,1,3,5,0,0,0
Jsoup-71,Jsoup,71,PLAUSIBLE,,30,9,10,9,9,0,4,0,5,1,3,0,3,0,15,12,1,2,19,26,5,18,25,1,0,0
Jsoup-72,Jsoup,72,PLAUSIBLE,,9,4,5,2,2,0,1,0,2,1,3,0,0,0,1,1,0,0,4,7,2,3,6,0,0,0
Jsoup-73,Jsoup,73,PLAUSIBLE,,10,3,6,1,1,0,3,0,3,1,2,0,0,0,3,2,1,0,5,9,3,4,8,0,0,0
Jsoup-74,Jsoup,74,PLAUSIBLE,,11,3,6,1,1,0,5,0,2,1,2,0,0,0,4,3,1,0,7,10,2,6,9,0,0,0
Jsoup-75,Jsoup,75,PLAUSIBLE,,8,4,6,2,2,0,2,0,1,1,2,0,0,0,4,3,1,0,5,7,1,4,6,0,0,0
Jsoup-76,Jsoup,76,PLAUSIBLE,,14,3,6,3,3,0,6,0,1,1,2,0,8,0,6,2,0,4,11,13,1,10,12,0,0,0
Jsoup-77,Jsoup,77,PLAUSIBLE,,7,2,6,1,1,0,3,0,1,1,1,0,0,0,4,3,1,0,5,7,1,4,6,0,0,0
Jsoup-78,Jsoup,78,PLAUSIBLE,,11,6,7,1,1,0,4,0,2,1,2,0,0,0,7,6,1,0,5,10,2,4,9,0,0,0
Jsoup-79,Jsoup,79,PLAUSIBLE,,9,4,5,0,0,0,4,0,2,1,2,0,0,0,4,3,1,0,4,8,2,3,7,0,0,0
Jsoup-80,Jsoup,80,PLAUSIBLE,,21,3,10,3,3,0,7,1,2,2,2,0,16,1,14,3,1,7,12,20,2,11,19,1,0,0
Jsoup-81,Jsoup,81,PLAUSIBLE,,10,2,5,2,2,0,4,0,2,1,1,0,4,0,5,1,0,4,7,10,2,6,9,0,0,0
Jsoup-82,Jsoup,82,PLAUSIBLE,,13,6,6,4,4,0,4,0,2,1,2,0,0,0,3,2,1,0,8,12,2,7,11,0,0,0
Jsoup-83,Jsoup,83,PLAUSIBLE,,21,8,6,5,5,0,7,0,5,1,2,0,10,0,8,2,0,6,10,19,5,9,18,0,0,0
Jsoup-84,Jsoup,84,PLAUSIBLE,,12,5,7,1,1,0,1,0,3,1,3,0,1,3,5,1,1,1,3,6,2,2,5,0,0,0
Jsoup-85,Jsoup,85,PLAUSIBLE,,8,3,6,0,0,0,2,0,3,1,1,0,0,0,3,2,1,0,4,8,3,3,7,0,0,0
Jsoup-86,Jsoup,86,PLAUSIBLE,,4,2,4,0,0,0,1,0,1,0,1,0,0,0,2,2,0,0,3,4,1,2,3,0,0,0
Jsoup-87,Jsoup,87,PLAUSIBLE,,68,20,7,17,17,0,25,0,19,1,3,0,36,0,17,4,0,13,15,60,18,14,59,0,0,0
Jsoup-88,Jsoup,88,PLAUSIBLE,,7,2,6,1,1,0,1,0,1,1,1,0,3,0,5,2,0,3,5,7,1,4,6,0,0,0
Jsoup-89,Jsoup,89,PLAUSIBLE,,4,2,4,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,2,4,1,1,3,0,0,0
Jsoup-90,Jsoup,90,PLAUSIBLE,,4,2,3,1,1,0,0,0,1,0,2,0,0,0,1,1,0,0,2,3,1,1,2,0,0,0
Jsoup-91,Jsoup,91,PLAUSIBLE,,59,11,11,4,3,0,19,0,11,3,3,0,43,19,22,2,0,17,15,19,3,14,29,0,0,0
Jsoup-92,Jsoup,92,PLAUSIBLE,,37,11,7,11,11,0,11,0,10,1,3,0,3,0,15,9,3,2,17,34,10,16,33,0,0,0
Jsoup-93,Jsoup,93,PLAUSIBLE,,7,2,7,2,1,1,2,0,1,1,1,0,1,0,4,2,1,1,5,7,1,4,6,0,0,0
JxPath-1,JxPath,1,PLAUSIBLE,,61,12,7,5,5,0,34,0,5,5,3,0,61,19,43,6,0,30,26,18,0,25,39,0,0,0
JxPath-2,JxPath,2,PLAUSIBLE,,23,5,8,2,2,0,12,0,2,1,2,0,1,0,17,12,3,1,18,21,2,17,20,0,0,0
JxPath-3,JxPath,3,PLAUSIBLE,,15,2,6,5,4,1,5,0,1,2,2,0,9,0,12,3,1,8,13,10,0,12,9,0,0,0
JxPath-4,JxPath,4,PLAUSIBLE,,22,5,8,5,3,2,7,0,2,2,4,0,0,0,10,5,4,0,16,11,0,15,10,0,0,0
JxPath-5,JxPath,5,PLAUSIBLE,,17,6,9,4,4,0,8,1,1,1,2,0,6,0,13,7,1,4,12,15,1,11,14,1,0,0
JxPath-6,JxPath,6,PLAUSIBLE,,21,4,7,6,6,0,9,0,2,1,2,0,4,0,11,8,1,2,16,19,2,15,18,0,0,0
JxPath-7,JxPath,7,PLAUSIBLE,,35,5,9,10,10,0,12,0,5,2,2,0,16,11,24,14,1,5,27,33,5,26,32,0,0,0
JxPath-8,JxPath,8,PLAUSIBLE,,11,2,6,4,4,0,3,0,1,1,2,0,0,0,6,5,1,0,8,10,1,7,9,0,0,0
JxPath-9,JxPath,9,PLAUSIBLE,,44,10,10,7,7,0,14,0,5,3,5,1,21,7,25,12,1,9,3,5,1,2,18,0,0,1
JxPath-10,JxPath,10,PLAUSIBLE,,27,1,7,7,7,0,15,0,1,1,2,0,0,0,15,14,1,0,25,14,0,24,13,0,0,0
JxPath-11,JxPath,11,PLAUSIBLE,,43,5,9,9,9,0,19,1,3,1,3,2,47,0,35,7,0,27,34,39,3,33,38,1,0,1
JxPath-12,JxPath,12,PLAUSIBLE,,17,4,7,6,5,1,5,0,2,1,2,0,1,0,9,6,1,1,11,15,2,10,14,0,0,0
JxPath-13,JxPath,13,PLAUSIBLE,,9,3,5,0,0,0,3,0,1,1,2,0,6,0,5,1,0,4,6,8,1,5,7,0,0,0
JxPath-14,JxPath,14,PLAUSIBLE,,4,2,4,1,1,0,1,0,1,0,1,0,0,0,2,2,0,0,3,4,1,2,3,0,0,0
JxPath-15,JxPath,15,PLAUSIBLE,,9,3,5,2,2,0,2,0,3,1,1,0,0,0,4,4,0,0,5,9,3,4,8,0,0,0
JxPath-16,JxPath,16,PLAUSIBLE,,41,4,10,8,7,1,10,0,4,2,5,0,19,22,25,6,3,8,15,16,1,14,16,0,0,0
JxPath-17,JxPath,17,PLAUSIBLE,,11,5,6,2,2,0,2,0,2,1,3,0,2,0,7,4,2,1,6,9,2,5,8,0,0,0
JxPath-18,JxPath,18,PLAUSIBLE,,10,3,7,1,1,0,3,0,2,1,2,0,0,0,4,3,1,0,6,9,2,5,8,0,0,0
JxPath-19,JxPath,19,PLAUSIBLE,,18,5,7,6,4,2,6,0,2,1,2,0,0,0,7,4,2,0,11,16,2,10,15,0,0,0
JxPath-20,JxPath,20,PLAUSIBLE,,28,5,8,9,8,1,10,0,2,2,2,0,10,5,21,11,1,4,23,26,2,22,25,0,0,0
JxPath-21,JxPath,21,PLAUSIBLE,,40,6,11,8,6,2,22,0,1,1,3,0,6,6,26,17,3,3,34,36,1,33,35,0,0,0
JxPath-22,JxPath,22,PLAUSIBLE,,21,5,9,7,5,2,7,0,1,1,2,0,0,6,11,7,2,0,17,19,1,16,18,0,0,0
Lang-1,Lang,1,PLAUSIBLE,,16,5,8,2,2,0,3,0,3,1,3,0,1,1,4,1,1,1,5,10,2,4,9,0,0,0
Lang-3,Lang,3,PLAUSIBLE,,16,6,7,3,3,0,5,0,2,1,2,0,4,0,6,1,1,3,9,14,2,8,13,0,0,0
Lang-4,Lang,4,PLAUSIBLE,,7,1,5,2,1,1,1,0,3,0,1,0,1,0,3,1,1,1,4,7,3,3,6,0,0,0
Lang-5,Lang,5,PLAUSIBLE,,6,1,5,1,0,1,2,0,1,1,1,0,2,0,4,1,1,2,4,6,1,3,5,0,0,0
Lang-6,Lang,6,PLAUSIBLE,,10,5,6,3,3,0,2,0,2,1,2,0,0,0,3,2,1,0,5,9,2,4,8,0,0,0
Lang-7,Lang,7,PLAUSIBLE,,10,5,6,2,1,1,3,0,2,1,2,0,3,0,4,1,1,2,6,9,2,5,8,0,0,0
Lang-8,Lang,8,PLAUSIBLE,,7,3,6,2,1,1,2,0,1,1,1,0,0,0,2,1,1,0,5,7,1,4,6,0,0,0
Lang-9,Lang,9,PLAUSIBLE,,14,5,7,5,5,0,4,0,1,1,2,0,0,0,2,1,1,0,10,12,1,9,11,0,0,0
Lang-10,Lang,10,PLAUSIBLE,,23,4,6,2,2,0,10,0,1,1,3,0,29,10,15,1,0,9,19,21,1,18,20,0,0,0
Lang-11,Lang,11,PLAUSIBLE,,7,2,5,0,0,0,3,0,2,1,1,0,0,0,2,1,1,0,4,7,2,3,6,0,0,0
Lang-12,Lang,12,PLAUSIBLE,,8,3,6,1,1,0,2,0,1,1,3,0,0,0,2,1,1,0,4,6,1,3,5,0,0,0
Lang-13,Lang,13,PLAUSIBLE,,5,4,4,0,0,0,1,0,1,1,2,0,1,0,2,1,0,1,2,4,1,1,3,0,0,0
Lang-14,Lang,14,PLAUSIBLE,,8,5,5,0,0,0,4,0,1,1,2,0,0,0,3,2,1,0,4,7,1,3,6,0,0,0
Lang-15,Lang,15,PLAUSIBLE,,20,6,8,6,2,4,5,0,2,1,4,0,0,0,4,2,1,0,9,11,1,8,10,0,0,0
Lang-16,Lang,16,PLAUSIBLE,,6,2,6,1,1,0,2,0,1,1,1,0,0,0,2,1,1,0,4,6,1,3,5,0,0,0
Lang-17,Lang,17,PLAUSIBLE,,7,2,6,2,2,0,2,0,1,1,1,0,0,0,4,3,1,0,5,7,1,4,6,0,0,0
Lang-19,Lang,19,PLAUSIBLE,,5,2,5,2,1,1,0,0,1,1,1,0,0,0,2,1,1,0,3,5,1,2,4,0,0,0
Lang-20,Lang,20,PLAUSIBLE,,11,6,6,3,2,1,3,0,2,1,2,0,3,0,4,1,1,2,7,10,2,6,9,0,0,0
Lang-21,Lang,21,PLAUSIBLE,,5,2,4,0,0,0,2,0,1,1,1,0,2,0,3,1,0,2,3,5,1,2,4,0,0,0
Lang-22,Lang,22,PLAUSIBLE,,12,2,5,4,0,0,4,0,1,1,2,0,4,0,4,0,0,3,9,11,1,8,10,0,0,0
Lang-23,Lang,23,PLAUSIBLE,,18,7,9,2,2,0,7,1,3,1,2,0,7,0,7,1,1,5,10,16,3,9,15,1,0,0
Lang-24,Lang,24,PLAUSIBLE,,5,2,3,0,0,0,2,0,1,0,2,0,2,0,3,1,0,2,3,4,1,2,3,0,0,0
Lang-26,Lang,26,PLAUSIBLE,,9,5,6,1,1,0,3,0,2,1,2,0,0,0,2,1,1,0,4,8,2,3,7,0,0,0
Lang-27,Lang,27,PLAUSIBLE,,9,1,6,3,2,1,3,0,1,1,1,0,0,0,2,1,1,0,7,9,1,6,8,0,0,0
Lang-28,Lang,28,PLAUSIBLE,,4,1,4,1,1,0,1,0,1,0,1,0,0,0,2,2,0,0,3,4,1,2,3,0,0,0
Lang-29,Lang,29,PLAUSIBLE,,14,3,8,1,1,0,3,0,1,1,4,0,3,0,8,1,1,1,3,5,1,2,4,0,0,0
Lang-30,Lang,30,PLAUSIBLE,,20,7,7,5,3,2,4,0,5,1,5,0,3,0,5,2,1,2,8,13,4,7,12,0,0,0
Lang-31,Lang,31,PLAUSIBLE,,4,1,4,0,0,0,2,0,1,0,1,0,0,0,2,1,1,0,3,4,1,2,3,0,0,0
Lang-32,Lang,32,PLAUSIBLE,,10,3,6,1,1,0,2,0,4,1,2,0,0,0,3,2,1,0,4,9,4,3,8,0,0,0
Lang-33,Lang,33,PLAUSIBLE,,5,2,4,0,0,0,3,0,1,0,1,0,0,0,2,1,1,0,4,5,1,3,4,0,0,0
Lang-34,Lang,34,PLAUSIBLE,,14,7,6,2,1,1,6,0,3,1,2,0,6,0,5,1,1,3,6,13,3,5,12,0,0,0
Lang-35,Lang,35,PLAUSIBLE,,8,3,5,0,0,0,3,0,2,1,2,0,0,0,2,1,1,0,4,7,2,3,6,0,0,0
Lang-36,Lang,36,PLAUSIBLE,,13,5,9,3,1,2,3,0,2,1,2,0,1,0,3,1,1,1,7,11,2,6,10,0,0,0
Lang-37,Lang,37,PLAUSIBLE,,8,2,4,1,1,0,4,0,1,0,2,0,3,0,4,1,0,3,6,7,1,5,6,0,0,0
Lang-38,Lang,38,PLAUSIBLE,,22,9,7,5,5,0,5,0,3,1,2,0,17,6,15,1,0,5,17,20,3,16,19,0,0,0
Lang-39,Lang,39,PLAUSIBLE,,6,2,6,1,1,0,2,0,1,1,1,0,0,0,2,1,1,0,4,6,1,3,5,0,0,0
Lang-40,Lang,40,PLAUSIBLE,,7,2,5,0,0,0,2,0,1,0,2,0,2,2,5,1,1,1,5,6,1,4,5,0,0,0
Lang-41,Lang,41,PLAUSIBLE,,15,5,7,3,3,0,4,0,3,1,3,0,0,0,3,1,1,0,7,10,2,6,9,0,0,0
Lang-42,Lang,42,PLAUSIBLE,,8,3,5,1,1,0,3,0,1,1,2,0,3,0,3,1,0,2,5,7,1,4,6,0,0,0
Lang-43,Lang,43,PLAUSIBLE,,8,3,5,3,3,0,1,0,1,1,2,0,0,0,2,1,1,0,5,7,1,4,6,0,0,0
Lang-44,Lang,44,PLAUSIBLE,,8,4,6,2,2,0,2,0,1,1,2,0,0,0,2,1,1,0,5,7,1,4,6,0,0,0
Lang-45,Lang,45,PLAUSIBLE,,6,4,5,0,0,0,2,0,2,1,1,0,0,0,2,1,1,0,3,6,2,2,5,0,0,0
Lang-46,Lang,46,PLAUSIBLE,,15,6,5,2,2,0,3,0,8,0,2,0,0,0,3,2,1,0,3,4,1,2,10,0,0,0
Lang-47,Lang,47,PLAUSIBLE,,6,2,5,1,1,0,1,0,2,1,1,0,0,0,2,1,1,0,3,6,2,2,5,0,0,0
Lang-49,Lang,49,PLAUSIBLE,,12,2,7,3,1,2,6,0,1,1,1,0,0,0,2,1,1,0,9,12,1,8,11,0,0,0
Lang-50,Lang,50,PLAUSIBLE,,10,4,5,2,2,0,2,0,3,1,2,0,2,0,3,1,0,2,5,9,3,4,8,0,0,0
Lang-51,Lang,51,PLAUSIBLE,,5,3,5,0,0,0,2,0,1,1,1,0,0,0,2,1,1,0,3,5,1,2,4,0,0,0
Lang-52,Lang,52,PLAUSIBLE,,8,2,6,1,1,0,4,0,1,1,1,0,0,0,2,1,1,0,6,8,1,5,7,0,0,0
Lang-53,Lang,53,PLAUSIBLE,,10,2,6,2,2,0,5,0,1,1,1,0,0,0,2,1,1,0,8,10,1,7,9,0,0,0
Lang-54,Lang,54,PLAUSIBLE,,4,1,4,0,0,0,2,0,1,0,1,0,0,0,2,1,1,0,3,4,1,2,3,0,0,0
Lang-55,Lang,55,PLAUSIBLE,,4,2,4,0,0,0,1,0,1,0,1,0,2,0,3,1,0,2,3,4,1,2,3,0,0,0
Lang-56,Lang,56,PLAUSIBLE,,8,3,5,1,1,0,2,0,2,1,2,0,0,0,1,1,0,0,4,7,2,3,6,0,0,0
Lang-57,Lang,57,PLAUSIBLE,,4,3,4,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,2,4,1,1,3,0,0,0
Lang-58,Lang,58,PLAUSIBLE,,6,1,6,1,1,0,2,0,1,1,1,0,0,0,2,1,1,0,4,6,1,3,5,0,0,0
Lang-59,Lang,59,PLAUSIBLE,,4,2,4,0,0,0,2,0,1,0,1,0,0,0,2,1,1,0,3,4,1,2,3,0,0,0
Lang-60,Lang,60,PLAUSIBLE,,8,3,3,0,0,0,4,0,2,0,2,0,4,0,3,1,0,2,2,3,1,1,4,0,0,0
Lang-61,Lang,61,PLAUSIBLE,,7,2,6,1,1,0,2,0,1,1,2,0,0,0,2,1,1,0,4,6,1,3,5,0,0,0
Lang-62,Lang,62,PLAUSIBLE,,10,5,5,3,3,0,2,0,2,1,2,0,2,0,3,1,0,2,5,9,2,4,8,0,0,0
Lang-63,Lang,63,PLAUSIBLE,,11,2,8,2,1,1,5,0,1,1,2,0,2,0,3,1,1,1,9,7,0,8,6,0,0,0
Lang-64,Lang,64,PLAUSIBLE,,7,1,6,2,2,0,2,0,1,1,1,0,0,0,4,3,1,0,5,7,1,4,6,0,0,0
Lang-65,Lang,65,PLAUSIBLE,,20,7,8,6,6,0,3,0,4,1,4,0,1,0,4,1,1,1,5,7,1,4,8,0,0,0
Math-1,Math,1,PLAUSIBLE,,10,5,7,1,1,0,2,0,2,1,3,0,0,0,3,2,1,0,4,7,2,3,6,0,0,0
Math-2,Math,2,PLAUSIBLE,,17,6,11,2,2,0,6,1,2,2,2,0,10,5,12,3,1,6,10,15,2,9,14,1,0,0
Math-3,Math,3,PLAUSIBLE,,5,2,5,1,1,0,1,0,1,1,1,0,1,0,2,1,0,1,3,5,1,2,4,0,0,0
Math-4,Math,4,PLAUSIBLE,,7,3,6,1,1,0,1,0,2,1,1,0,2,0,4,2,0,2,4,7,2,3,6,0,0,0
Math-5,Math,5,PLAUSIBLE,,6,3,4,0,0,0,3,0,1,1,1,0,3,0,3,1,0,2,4,6,1,3,5,0,0,0
Math-6,Math,6,PLAUSIBLE,,49,12,9,13,11,2,23,0,7,2,2,0,4,0,24,15,6,2,14,30,6,13,29,0,0,0
Math-7,Math,7,PLAUSIBLE,,14,5,5,0,0,0,8,0,1,1,2,0,11,2,7,1,0,5,10,12,1,9,11,0,0,0
Math-8,Math,8,PLAUSIBLE,,9,4,6,1,1,0,3,0,2,1,2,0,0,0,2,1,1,0,4,8,2,3,7,0,0,0
Math-9,Math,9,PLAUSIBLE,,7,3,5,1,1,0,2,0,1,1,2,0,0,0,3,3,0,0,4,6,1,3,5,0,0,0
Math-10,Math,10,PLAUSIBLE,,8,3,5,1,1,0,4,0,1,0,2,0,0,0,3,2,1,0,6,7,1,5,6,0,0,0
Math-11,Math,11,PLAUSIBLE,,5,2,5,1,1,0,1,0,1,1,1,0,0,0,2,2,0,0,3,5,1,2,4,0,0,0
Math-12,Math,12,PLAUSIBLE,,15,4,7,3,2,1,7,0,1,1,3,0,0,0,10,9,1,0,11,13,1,10,12,0,0,0
Math-13,Math,13,PLAUSIBLE,,6,4,4,0,0,0,2,0,1,1,2,0,0,0,1,1,0,0,2,5,1,1,4,0,0,0
Math-14,Math,14,PLAUSIBLE,,16,8,6,2,2,0,5,0,2,2,3,0,0,0,6,5,0,0,5,7,1,4,6,0,0,0
Math-15,Math,15,PLAUSIBLE,,13,6,7,3,3,0,4,0,2,1,2,0,0,0,3,1,1,0,7,11,2,6,10,0,0,0
Math-16,Math,16,PLAUSIBLE,,14,6,6,1,1,0,5,0,3,1,3,0,6,0,4,1,0,3,5,11,3,4,10,0,0,0
Math-17,Math,17,PLAUSIBLE,,13,3,6,2,2,0,7,0,1,1,2,0,0,0,4,3,1,0,10,12,1,9,11,0,0,0
Math-18,Math,18,PLAUSIBLE,,51,12,10,11,11,0,13,3,9,6,3,0,31,5,21,4,1,9,12,46,9,11,45,1,0,0
Math-19,Math,19,PLAUSIBLE,,10,4,6,1,1,0,4,0,2,1,2,0,0,0,3,2,1,0,6,9,2,5,8,0,0,0
Math-20,Math,20,PLAUSIBLE,,8,3,6,2,2,0,2,0,1,1,2,0,0,0,2,1,1,0,5,7,1,4,6,0,0,0
Math-21,Math,21,PLAUSIBLE,,21,9,9,2,1,1,4,0,3,2,4,0,3,12,12,2,1,2,4,6,1,3,11,0,0,0
Math-22,Math,22,PLAUSIBLE,,20,6,9,6,4,2,6,0,2,2,2,0,14,2,16,2,2,11,15,18,2,14,17,0,0,0
Math-23,Math,23,PLAUSIBLE,,10,6,7,1,1,0,3,0,2,1,2,0,0,0,4,2,1,0,5,8,2,4,7,0,0,0
